season,player_id,player_name,team,teams,unit,position_group,war_model,raw_epa,final_epa,raw_war,final_war,rank,volume,volume_type,efficiency,success_rate,source_file,model_version,player_key,pff_player_name,grades_run_block,snap_counts_run_block,season_max_te_run_block_snaps,eligible_te_run_block,te_run_block_grade_percentile,te_run_block_volume_factor,te_run_block_base_war_bump,te_run_block_war_adjustment,te_run_block_epa_adjustment,is_te_pff_match,final_war_pre_te_block_adj,final_epa_pre_te_block_adj
2022,00-0036345,K.Osborn,MIN,MIN,Skill,Pass Catcher,Role-Adjusted Skill WAR,25.01154929867917,20.12637044013875,0.555812206637315,0.4472526764475277,52,93.0,opportunities,0.2689413903083782,0.5591397849462365,skill_war_2022_2024.csv,offensive_war_v1_2022_2025,00-0036345,,,,,,,0.0,0.0,0.0,0.0,False,0.4472526764475277,20.12637044013875
2022,00-0037239,C.Olave,NO,NO,Skill,Pass Catcher,Role-Adjusted Skill WAR,24.856349911270897,19.97117105273047,0.5523633313615754,0.4438038011717882,53,120.0,opportunities,0.2071362492605908,0.5666666666666667,skill_war_2022_2024.csv,offensive_war_v1_2022_2025,00-0037239,,,,,,,0.0,0.0,0.0,0.0,False,0.4438038011717882,19.97117105273047
2022,00-0036988,J.Palmer,LAC,LAC,Skill,Pass Catcher,Role-Adjusted Skill WAR,24.35534027275008,19.47016141420965,0.5412297838388906,0.4326702536491034,55,109.0,opportunities,0.2234434887408264,0.5229357798165137,skill_war_2022_2024.csv,offensive_war_v1_2022_2025,00-0036988,,,,,,,0.0,0.0,0.0,0.0,False,0.4326702536491034,19.47016141420965
2022,00-0036900,J.Chase,CIN,CIN,Skill,Pass Catcher,Role-Adjusted Skill WAR,24.281289966429057,19.39611110788863,0.5395842214762012,0.4310246912864139,56,139.0,opportunities,0.1746855393268277,0.539568345323741,skill_war_2022_2024.csv,offensive_war_v1_2022_2025,00-0036900,,,,,,,0.0,0.0,0.0,0.0,False,0.4310246912864139,19.39611110788863
2022,00-0034348,C.Sutton,DEN,DEN,Skill,Pass Catcher,Role-Adjusted Skill WAR,24.001536625931944,19.11635776739152,0.5333674805762654,0.4248079503864781,57,110.0,opportunities,0.2181957875084722,0.509090909090909,skill_war_2022_2024.csv,offensive_war_v1_2022_2025,00-0034348,,,,,,,0.0,0.0,0.0,0.0,False,0.4248079503864781,19.11635776739152
2022,00-0036555,C.Hubbard,CAR,CAR,Skill,RB,Role-Adjusted Skill WAR,3.5619192021895887,19.066701186965552,0.0791537600486575,0.4237044708214567,58,112.0,opportunities,0.0318028500195499,0.4464285714285714,skill_war_2022_2024.csv,offensive_war_v1_2022_2025,00-0036555,,,,,,,0.0,0.0,0.0,0.0,False,0.4237044708214567,19.066701186965552
2022,00-0034286,R.James,NYG,NYG,Skill,Pass Catcher,Role-Adjusted Skill WAR,23.942485776416,19.05730691787557,0.532055239475911,0.4234957092861238,59,72.0,opportunities,0.3325345246724444,0.6111111111111112,skill_war_2022_2024.csv,offensive_war_v1_2022_2025,00-0034286,,,,,,,0.0,0.0,0.0,0.0,False,0.4234957092861238,19.05730691787557
2022,00-0036829,C.Huntley,ATL,ATL,Skill,RB,Role-Adjusted Skill WAR,3.2164538100478244,18.721235794823787,0.0714767513343961,0.4160274621071953,60,78.0,opportunities,0.0412365873083054,0.4615384615384615,skill_war_2022_2024.csv,offensive_war_v1_2022_2025,00-0036829,,,,,,,0.0,0.0,0.0,0.0,False,0.4160274621071953,18.721235794823787
2022,00-0036425,D.Dallas,SEA,SEA,Skill,RB,Role-Adjusted Skill WAR,3.1988784836329742,18.703660468408938,0.0710861885251772,0.4156368992979764,61,54.0,opportunities,0.0592384904376476,0.4629629629629629,skill_war_2022_2024.csv,offensive_war_v1_2022_2025,00-0036425,,,,,,,0.0,0.0,0.0,0.0,False,0.4156368992979764,18.703660468408938
2022,00-0032464,K.Raymond,DET,DET,Skill,Pass Catcher,Role-Adjusted Skill WAR,23.32067154969473,18.4354926911543,0.5182371455487716,0.4096776153589844,62,71.0,opportunities,0.3284601626717567,0.5492957746478874,skill_war_2022_2024.csv,offensive_war_v1_2022_2025,00-0032464,,,,,,,0.0,0.0,0.0,0.0,False,0.4096776153589844,18.4354926911543
