season,player_id,player_name,position_group,receiving_epa,targets,receptions,receiving_successes,receiving_yards,receiving_tds,air_epa,yac_epa,air_yards,yards_after_catch,primary_team,teams,rushing_epa,carries,rushing_successes,rushing_yards,rushing_tds,total_epa,opportunities,touches,total_successes,war,epa_per_opportunity,epa_per_touch,success_rate,qualified_skill,raw_war_rank,qualified_war_rank,role_replacement_war,role_replacement_epa,raw_skill_war,raw_skill_epa,role_adjusted_skill_war,role_adjusted_skill_epa,role_adjusted_skill_war_rank,team,pff_player_name,grades_run_block,snap_counts_run_block,season_max_te_run_block_snaps,eligible_te_run_block,te_run_block_grade_percentile,te_run_block_volume_factor,te_run_block_base_war_bump,te_run_block_war_adjustment,te_run_block_epa_adjustment,is_te_pff_match,role_adjusted_skill_war_pre_te_block_adj,role_adjusted_skill_epa_pre_te_block_adj,war_pre_te_block_adj,total_epa_pre_te_block_adj
2024,00-0038996,T.Kraft,Pass Catcher,37.24902736084562,71.0,50.0,43.0,709.0,7.0,8.033841561991721,28.162185798853905,374.0,456.0,GB,GB,3.2640411788597707,3.0,3.0,6.0,0.0,38.58262106888827,74.0,53.0,46.0,0.8573915793086283,0.5474738991852081,0.7643975196170829,0.6216216216216216,True,27,27,0.2480233674334526,11.16105153450537,0.9002904119934532,40.513068539705394,0.6093682118751756,27.421569534382904,43,,Tucker Kraft,54.3,441.0,514.0,True,0.36893203883495146,0.857976653696498,-0.05,-0.0428988326848249,-1.9304474708171206,True,0.6522670445600005,29.352017005200025,0.9002904119934532,40.513068539705394
2024,00-0030035,A.Thielen,Pass Catcher,40.429083193776734,62.0,48.0,39.0,615.0,5.0,70.24893353361404,-29.819850339837306,692.0,152.0,CAR,CAR,0.0,0.0,0.0,0.0,0.0,40.429083193776734,62.0,48.0,39.0,0.8984240709728163,0.652081986996399,0.8422725665370153,0.6290322580645161,True,28,28,0.2480233674334526,11.16105153450537,0.8984240709728163,40.429083193776734,0.6504007035393636,29.268031659271365,36,,,,,,,,0.0,0.0,0.0,0.0,False,0.6504007035393636,29.268031659271365,0.8984240709728163,40.429083193776734
2024,00-0037664,A.Pierce,Pass Catcher,40.30308590596193,69.0,37.0,36.0,824.0,7.0,130.082171404385,-89.77908549842307,1500.0,118.0,IND,IND,0.0,0.0,0.0,0.0,0.0,40.30308590596193,69.0,37.0,36.0,0.8956241312435984,0.5841026942893033,1.089272592053025,0.5217391304347826,True,29,29,0.2480233674334526,11.16105153450537,0.8956241312435984,40.30308590596193,0.6476007638101458,29.14203437145656,37,,,,,,,,0.0,0.0,0.0,0.0,False,0.6476007638101458,29.14203437145656,0.8956241312435984,40.30308590596193
2024,00-0036613,J.Waddle,Pass Catcher,40.15584197024369,85.0,58.0,48.0,771.0,2.0,63.64218673090055,-25.592344760656854,827.0,259.0,MIA,MIA,-0.1432617433310951,4.0,1.0,12.0,0.0,40.0125802269126,89.0,62.0,49.0,0.8891684494869466,0.4495795531113775,0.6453641972082677,0.550561797752809,True,30,30,0.2480233674334526,11.16105153450537,0.8891684494869466,40.0125802269126,0.641145082053494,28.85152869240723,38,,,,,,,,0.0,0.0,0.0,0.0,False,0.641145082053494,28.85152869240723,0.8891684494869466,40.0125802269126
2024,00-0036407,J.Jeudy,Pass Catcher,39.53913935349166,147.0,90.0,76.0,1233.0,4.0,123.85048849950545,-85.47034914601379,1616.0,387.0,CLE,CLE,0.0,0.0,0.0,0.0,0.0,39.53913935349166,147.0,90.0,76.0,0.8786475411887036,0.2689737370985827,0.4393237705943518,0.5170068027210885,True,31,31,0.2480233674334526,11.16105153450537,0.8786475411887036,39.53913935349166,0.6306241737552509,28.37808781898629,39,,,,,,,,0.0,0.0,0.0,0.0,False,0.6306241737552509,28.37808781898629,0.8786475411887036,39.53913935349166
2024,00-0039875,R.Davis,RB,14.878928111167625,19.0,17.0,12.0,189.0,3.0,-10.628198181279004,25.507126292446628,16.0,164.0,BUF,BUF,-5.586368469577843,113.0,44.0,442.0,3.0,9.292559641589785,132.0,130.0,56.0,0.2065013253686618,0.0703981791029529,0.0714812280122291,0.4242424242424242,True,137,114,-0.4160820310894536,-18.72369139902541,0.2065013253686618,9.292559641589785,0.6225833564581155,28.016251040615195,40,,,,,,,,0.0,0.0,0.0,0.0,False,0.6225833564581155,28.016251040615195,0.2065013253686618,9.292559641589785
2024,00-0037263,T.Allgeier,RB,3.430491410394623,13.0,13.0,7.0,88.0,0.0,-10.2102742951829,13.640765705577522,-5.0,93.0,ATL,ATL,5.485002475501388,138.0,68.0,646.0,3.0,8.915493885896012,151.0,151.0,75.0,0.1981220863532447,0.059043005866861,0.059043005866861,0.4966887417218543,True,142,115,-0.4160820310894536,-18.72369139902541,0.1981220863532447,8.915493885896012,0.6142041174426983,27.639185284921425,41,,,,,,,,0.0,0.0,0.0,0.0,False,0.6142041174426983,27.639185284921425,0.1981220863532447,8.915493885896012
2024,00-0039146,J.Reed,Pass Catcher,41.565494555169984,75.0,55.0,41.0,857.0,6.0,36.99400984432325,5.518484710846739,685.0,380.0,GB,GB,-2.875319968268741,20.0,10.0,163.0,1.0,38.69017458690124,95.0,75.0,51.0,0.8597816574866943,0.407264995651592,0.5158689944920166,0.5368421052631579,True,32,32,0.2480233674334526,11.16105153450537,0.8597816574866943,38.69017458690124,0.6117582900532417,27.529123052395875,42,,,,,,,,0.0,0.0,0.0,0.0,False,0.6117582900532417,27.529123052395875,0.8597816574866943,38.69017458690124
2024,00-0031408,M.Evans,Pass Catcher,38.52560734764584,110.0,74.0,67.0,1004.0,11.0,122.65808251724228,-84.13247516959646,1274.0,226.0,TB,TB,0.0,0.0,0.0,0.0,0.0,38.52560734764584,110.0,74.0,67.0,0.8561246077254631,0.3502327940695076,0.5206163155087276,0.6090909090909091,True,33,33,0.2480233674334526,11.16105153450537,0.8561246077254631,38.52560734764584,0.6081012402920104,27.36455581314047,44,,,,,,,,0.0,0.0,0.0,0.0,False,0.6081012402920104,27.36455581314047,0.8561246077254631,38.52560734764584
2024,00-0038994,J.Addison,Pass Catcher,35.2618086675861,100.0,63.0,50.0,875.0,9.0,107.85110984661152,-71.64230117902541,1284.0,213.0,MIN,MIN,2.730595105502289,3.0,2.0,20.0,1.0,37.99240377308839,103.0,66.0,52.0,0.8442756394019643,0.3688582890591106,0.5756424814104302,0.5048543689320388,True,34,34,0.2480233674334526,11.16105153450537,0.8442756394019643,37.99240377308839,0.5962522719685116,26.831352238583023,45,,,,,,,,0.0,0.0,0.0,0.0,False,0.5962522719685116,26.831352238583023,0.8442756394019643,37.99240377308839
2024,00-0033955,J.McNichols,RB,-1.2831246035639197,12.0,9.0,3.0,27.0,0.0,-7.558502392668743,6.275377789104823,20.0,33.0,WAS,WAS,8.988283252415695,56.0,29.0,263.0,4.0,7.705158648851775,68.0,65.0,32.0,0.1712257477522616,0.1133111566007614,0.1185409022900273,0.4705882352941176,True,154,119,-0.4160820310894536,-18.72369139902541,0.1712257477522616,7.705158648851775,0.5873077788417153,26.428850047877187,46,,,,,,,,0.0,0.0,0.0,0.0,False,0.5873077788417153,26.428850047877187,0.1712257477522616,7.705158648851775
2024,00-0034348,C.Sutton,Pass Catcher,37.14292305415117,135.0,81.0,74.0,1081.0,8.0,172.41402049793396,-135.2710974437828,1787.0,179.0,DEN,DEN,0.0,0.0,0.0,0.0,0.0,37.14292305415117,135.0,81.0,74.0,0.8253982900922482,0.2751327633640827,0.4585546056068045,0.5481481481481482,True,35,35,0.2480233674334526,11.16105153450537,0.8253982900922482,37.14292305415117,0.5773749226587955,25.9818715196458,47,,,,,,,,0.0,0.0,0.0,0.0,False,0.5773749226587955,25.9818715196458,0.8253982900922482,37.14292305415117
2024,00-0033921,C.Godwin,Pass Catcher,35.5114577961204,62.0,50.0,43.0,585.0,5.0,22.2259340454184,13.285523750701998,356.0,350.0,TB,TB,1.535549481457565,1.0,1.0,2.0,0.0,37.04700727757796,63.0,51.0,44.0,0.8232668283906214,0.5880477345647296,0.7264119074034895,0.6984126984126984,True,36,36,0.2480233674334526,11.16105153450537,0.8232668283906214,37.04700727757796,0.5752434609571687,25.8859557430726,48,,,,,,,,0.0,0.0,0.0,0.0,False,0.5752434609571687,25.8859557430726,0.8232668283906214,37.04700727757796
2024,00-0035685,D.Montgomery,RB,15.918257171709268,38.0,36.0,28.0,341.0,0.0,-27.860383453487884,43.77864062519716,-18.0,365.0,DET,DET,-8.831778593828663,186.0,89.0,775.0,13.0,7.086478577880605,224.0,222.0,117.0,0.1574773017306801,0.0316360650798241,0.0319210746751378,0.5223214285714286,True,160,120,-0.4160820310894536,-18.72369139902541,0.1574773017306801,7.086478577880605,0.5735593328201337,25.810169976906018,49,,,,,,,,0.0,0.0,0.0,0.0,False,0.5735593328201337,25.810169976906018,0.1574773017306801,7.086478577880605
2024,00-0033553,J.Conner,RB,5.554130418913667,55.0,47.0,30.0,414.0,1.0,-53.57047607284039,59.12460649175406,-103.0,483.0,ARI,ARI,1.2305715860602158,239.0,102.0,1098.0,9.0,6.784702004973883,294.0,286.0,132.0,0.1507711556660863,0.0230772177039928,0.0237227342831254,0.4489795918367347,True,165,124,-0.4160820310894536,-18.72369139902541,0.1507711556660863,6.784702004973883,0.56685318675554,25.508393403999296,50,,,,,,,,0.0,0.0,0.0,0.0,False,0.56685318675554,25.508393403999296,0.1507711556660863,6.784702004973883
2024,00-0036894,P.Freiermuth,Pass Catcher,35.90123255502624,78.0,65.0,45.0,655.0,7.0,15.988455922226423,19.91277663279981,477.0,281.0,PIT,PIT,0.0,0.0,0.0,0.0,0.0,33.40609636825581,78.0,65.0,45.0,0.7423576970723513,0.4602722122439261,0.5523266546927114,0.5769230769230769,True,37,37,0.2480233674334526,11.16105153450537,0.797805167889472,35.90123255502624,0.4943343296388987,22.245044833750445,61,,Pat Freiermuth,44.7,285.0,514.0,True,0.13106796116504854,0.5544747081712063,-0.1,-0.05544747081712063,-2.495136186770428,True,0.5497818004560193,24.740181020520872,0.797805167889472,35.90123255502624
2024,00-0038797,Em.Wilson,RB,-3.5111703557152856,14.0,11.0,2.0,48.0,1.0,-17.832605543662794,14.321435187947507,-63.0,99.0,GB,GB,9.208930337568832,103.0,52.0,502.0,4.0,5.6977599818535465,117.0,114.0,54.0,0.1266168884856343,0.0486988032637055,0.0499803507180135,0.4615384615384615,True,170,126,-0.4160820310894536,-18.72369139902541,0.1266168884856343,5.6977599818535465,0.542698919575088,24.42145138087896,51,,,,,,,,0.0,0.0,0.0,0.0,False,0.542698919575088,24.42145138087896,0.1266168884856343,5.6977599818535465
2024,00-0039424,D.Vele,Pass Catcher,35.08660535645322,55.0,41.0,33.0,475.0,3.0,34.90390433956054,0.1827010168926782,461.0,127.0,DEN,DEN,0.0,0.0,0.0,0.0,0.0,35.08660535645322,55.0,41.0,33.0,0.779702341254516,0.6379382792082403,0.8557708623525175,0.6,True,39,39,0.2480233674334526,11.16105153450537,0.779702341254516,35.08660535645322,0.5316789738210633,23.92555382194785,52,,,,,,,,0.0,0.0,0.0,0.0,False,0.5316789738210633,23.92555382194785,0.779702341254516,35.08660535645322
2024,00-0033923,K.Hunt,RB,3.0172128671776366,32.0,23.0,15.0,176.0,0.0,-29.14661711960798,32.163829986785615,-58.0,216.0,KC,KC,2.148387631384523,200.0,88.0,728.0,7.0,5.16560049856216,232.0,223.0,103.0,0.1147911221902702,0.0222655193903541,0.0231641277962428,0.4439655172413793,True,175,127,-0.4160820310894536,-18.72369139902541,0.1147911221902702,5.16560049856216,0.5308731532797238,23.88929189758757,53,,,,,,,,0.0,0.0,0.0,0.0,False,0.5308731532797238,23.88929189758757,0.1147911221902702,5.16560049856216
2024,00-0038597,C.Brown,RB,9.818895294484076,65.0,54.0,29.0,360.0,4.0,-36.85278833281309,46.67168362729717,53.0,326.0,CIN,CIN,-4.805632728274048,230.0,89.0,992.0,7.0,5.013262566210029,295.0,284.0,118.0,0.1114058348046673,0.0169941103939323,0.0176523329796127,0.4,True,177,128,-0.4160820310894536,-18.72369139902541,0.1114058348046673,5.013262566210029,0.5274878658941209,23.736953965235443,54,,,,,,,,0.0,0.0,0.0,0.0,False,0.5274878658941209,23.736953965235443,0.1114058348046673,5.013262566210029
2024,00-0037238,D.London,Pass Catcher,36.73072831476384,159.0,100.0,90.0,1271.0,9.0,168.71714088781206,-131.03941257304825,1723.0,327.0,ATL,ATL,-2.369738186243921,1.0,0.0,-3.0,0.0,34.36099012851992,160.0,101.0,90.0,0.7635775584115537,0.2147561883032494,0.3402078230546526,0.5625,True,40,40,0.2480233674334526,11.16105153450537,0.7635775584115537,34.36099012851992,0.5155541909781011,23.199938594014547,55,,,,,,,,0.0,0.0,0.0,0.0,False,0.5155541909781011,23.199938594014547,0.7635775584115537,34.36099012851992
2024,00-0032104,A.Abdullah,RB,11.852883492729347,47.0,40.0,24.0,261.0,3.0,-29.371129926510434,41.22401341923978,31.0,252.0,LV,LV,-7.581538221371561,66.0,26.0,311.0,2.0,4.271345271357786,113.0,106.0,50.0,0.0949187838079508,0.0377995156757326,0.0402957101071489,0.4424778761061947,True,191,129,-0.4160820310894536,-18.72369139902541,0.0949187838079508,4.271345271357786,0.5110008148974045,22.9950366703832,56,,,,,,,,0.0,0.0,0.0,0.0,False,0.5110008148974045,22.9950366703832,0.0949187838079508,4.271345271357786
2024,00-0038544,Q.Johnston,Pass Catcher,34.90808236158112,91.0,55.0,46.0,724.0,8.0,79.45358119701268,-44.54549883543157,986.0,306.0,LAC,LAC,-0.8138733168598264,3.0,1.0,6.0,0.0,34.09420904472129,94.0,58.0,47.0,0.7576490898826953,0.3627043515395882,0.5878311904262291,0.5,True,41,41,0.2480233674334526,11.16105153450537,0.7576490898826953,34.09420904472129,0.5096257224492426,22.93315751021592,58,,,,,,,,0.0,0.0,0.0,0.0,False,0.5096257224492426,22.93315751021592,0.7576490898826953,34.09420904472129
2024,00-0034960,J.Meyers,Pass Catcher,32.401305825246496,130.0,87.0,71.0,1029.0,4.0,85.71173116363934,-54.36342533839285,1281.0,293.0,LV,LV,1.411366599262692,2.0,1.0,23.0,0.0,33.81267242450919,132.0,89.0,72.0,0.7513927205446487,0.2561566092765847,0.3799176676911144,0.5454545454545454,True,42,42,0.2480233674334526,11.16105153450537,0.7513927205446487,33.81267242450919,0.503369353111196,22.65162089000382,59,,,,,,,,0.0,0.0,0.0,0.0,False,0.503369353111196,22.65162089000382,0.7513927205446487,33.81267242450919
2024,00-0034829,M.Gesicki,Pass Catcher,33.76757545628535,83.0,65.0,53.0,665.0,2.0,42.770881078758975,-9.00330562247363,615.0,245.0,CIN,CIN,0.0,0.0,0.0,0.0,0.0,34.1510384913048,83.0,65.0,53.0,0.7589119664734401,0.406838258509462,0.5195011608659285,0.6385542168674698,True,43,43,0.2480233674334526,11.16105153450537,0.75039056569523,33.76757545628535,0.5108885990399874,22.989986956799438,57,,Mike Gesicki,61.4,73.0,514.0,True,0.6796116504854369,0.14202334630350194,0.06,0.008521400778210116,0.3834630350194552,True,0.5023671982617773,22.60652392177998,0.75039056569523,33.76757545628535
2024,00-0039021,R.Johnson,RB,6.6102612476970535,20.0,16.0,9.0,104.0,0.0,-7.968948267021915,14.579209514718968,11.0,96.0,CHI,CHI,-4.452373653865857,55.0,26.0,150.0,6.0,2.1578875938311963,75.0,71.0,35.0,0.0479530576406932,0.0287718345844159,0.0303927830117069,0.4666666666666667,True,232,134,-0.4160820310894536,-18.72369139902541,0.0479530576406932,2.1578875938311963,0.4640350887301468,20.88157899285661,62,,,,,,,,0.0,0.0,0.0,0.0,False,0.4640350887301468,20.88157899285661,0.0479530576406932,2.1578875938311963
2024,00-0039065,S.LaPorta,Pass Catcher,31.423356847606563,83.0,60.0,46.0,726.0,7.0,31.963543047662824,-0.5401862000562598,580.0,343.0,DET,DET,0.0,0.0,0.0,0.0,0.0,31.423356847606563,83.0,60.0,46.0,0.6982968188357014,0.3785946608145369,0.523722614126776,0.5542168674698795,True,44,44,0.2480233674334526,11.16105153450537,0.6982968188357014,31.423356847606563,0.4502734514022487,20.262305313101194,63,,Sam LaPorta,55.1,415.0,514.0,True,0.4368932038834951,0.8073929961089494,0.0,0.0,0.0,True,0.4502734514022487,20.262305313101194,0.6982968188357014,31.423356847606563
2024,00-0030061,Z.Ertz,Pass Catcher,30.982541475512303,93.0,66.0,57.0,658.0,7.0,52.81424599929596,-23.93770452378366,686.0,187.0,WAS,WAS,0.0,0.0,0.0,0.0,0.0,28.697522020259385,93.0,66.0,57.0,0.6377227115613197,0.3331456072635732,0.4694324465986713,0.6129032258064516,True,45,45,0.2480233674334526,11.16105153450537,0.6885009216780512,30.982541475512303,0.389699344127867,17.536470485754013,69,,Zach Ertz,41.3,261.0,514.0,True,0.08737864077669903,0.5077821011673151,-0.1,-0.05077821011673152,-2.285019455252918,True,0.4404775542445985,19.82148994100693,0.6885009216780512,30.982541475512303
2024,00-0037267,J.Ford,RB,-4.887466751863961,43.0,37.0,15.0,225.0,0.0,-29.79315080581,24.90568405394604,-15.0,294.0,CLE,CLE,5.03220676237048,104.0,41.0,565.0,3.0,0.1447400105065188,147.0,141.0,56.0,0.0032164446779226,0.000984625921813,0.0010265248972093,0.3809523809523809,True,290,137,-0.4160820310894536,-18.72369139902541,0.0032164446779226,0.1447400105065188,0.4192984757673763,18.86843140953193,64,,,,,,,,0.0,0.0,0.0,0.0,False,0.4192984757673763,18.86843140953193,0.0032164446779226,0.1447400105065188
2024,00-0034521,A.Lazard,Pass Catcher,29.92623211035692,61.0,37.0,34.0,530.0,6.0,60.70286509109428,-30.776632980737368,686.0,155.0,NYJ,NYJ,0.0,0.0,0.0,0.0,0.0,29.92623211035692,61.0,37.0,34.0,0.6650273802301536,0.4905939690222445,0.8088170840637003,0.5573770491803278,True,46,46,0.2480233674334526,11.16105153450537,0.6650273802301536,29.92623211035692,0.4170040127967009,18.765180575851545,65,,,,,,,,0.0,0.0,0.0,0.0,False,0.4170040127967009,18.765180575851545,0.6650273802301536,29.92623211035692
2024,00-0037816,R.Doubs,Pass Catcher,29.73358125259812,73.0,46.0,43.0,603.0,4.0,75.91351037056302,-47.23292911796491,886.0,135.0,GB,GB,0.0,0.0,0.0,0.0,0.0,29.73358125259812,73.0,46.0,43.0,0.6607462500577359,0.4073093322273714,0.6463822011434373,0.589041095890411,True,47,47,0.2480233674334526,11.16105153450537,0.6607462500577359,29.73358125259812,0.4127228826242832,18.572529718092746,67,,,,,,,,0.0,0.0,0.0,0.0,False,0.4127228826242832,18.572529718092746,0.6607462500577359,29.73358125259812
2024,00-0037525,J.Mason,RB,4.628490873175906,14.0,11.0,8.0,90.0,0.0,-2.130228082416579,6.758718955592485,52.0,58.0,SF,SF,-5.442399821147763,153.0,61.0,789.0,3.0,-0.8139089479718571,167.0,164.0,69.0,-0.0180868655104857,-0.0048737062752805,-0.0049628594388527,0.4131736526946107,True,338,138,-0.4160820310894536,-18.72369139902541,-0.0180868655104857,-0.8139089479718571,0.3979951655789679,17.909782451053555,68,,,,,,,,0.0,0.0,0.0,0.0,False,0.3979951655789679,17.909782451053555,-0.0180868655104857,-0.8139089479718571
2024,00-0039921,T.Benson,RB,3.103831173270009,6.0,6.0,4.0,59.0,0.0,-5.77176902408246,8.875600197352469,-19.0,78.0,ARI,ARI,-4.971010157780256,63.0,23.0,291.0,1.0,-1.8671789845102469,69.0,69.0,27.0,-0.0414928663224499,-0.0270605649929021,-0.0270605649929021,0.391304347826087,True,365,140,-0.4160820310894536,-18.72369139902541,-0.0414928663224499,-1.8671789845102469,0.3745891647670037,16.856512414515166,70,,,,,,,,0.0,0.0,0.0,0.0,False,0.3745891647670037,16.856512414515166,-0.0414928663224499,-1.8671789845102469
2024,00-0037838,I.Likely,Pass Catcher,27.70649973336768,58.0,42.0,37.0,477.0,6.0,40.2391265713959,-12.53262683802822,467.0,256.0,BAL,BAL,0.0,0.0,0.0,0.0,0.0,33.71233630924316,58.0,42.0,37.0,0.7491630290942926,0.47769827126496,0.6596785650801829,0.6379310344827587,True,50,49,0.2480233674334526,11.16105153450537,0.6156999940748373,27.70649973336768,0.5011396616608399,22.551284774737795,60,,Isaiah Likely,64.3,343.0,514.0,True,0.8640776699029126,0.6673151750972762,0.2,0.13346303501945525,6.005836575875486,True,0.3676766266413847,16.54544819886231,0.6156999940748373,27.70649973336768
2024,00-0036988,J.Palmer,Pass Catcher,27.325709030051947,67.0,39.0,36.0,579.0,1.0,85.92897588688857,-60.70926685683662,991.0,92.0,LAC,LAC,0.0,0.0,0.0,0.0,0.0,27.325709030051947,67.0,39.0,36.0,0.6072379784455988,0.4078464034336111,0.7006592058987678,0.5373134328358209,True,51,50,0.2480233674334526,11.16105153450537,0.6072379784455988,27.325709030051947,0.3592146110121461,16.164657495546578,71,,,,,,,,0.0,0.0,0.0,0.0,False,0.3592146110121461,16.164657495546578,0.6072379784455988,27.325709030051947
2024,00-0039849,M.Harrison,Pass Catcher,27.30887716918835,116.0,62.0,58.0,885.0,8.0,149.83476513932692,-122.52588797013856,1566.0,148.0,ARI,ARI,0.0,0.0,0.0,0.0,0.0,27.30887716918835,116.0,62.0,58.0,0.6068639370930744,0.2354213549067961,0.4404657607933605,0.5,True,52,51,0.2480233674334526,11.16105153450537,0.6068639370930744,27.30887716918835,0.3588405696596217,16.14782563468298,72,,,,,,,,0.0,0.0,0.0,0.0,False,0.3588405696596217,16.14782563468298,0.6068639370930744,27.30887716918835
2024,00-0033854,D.Ogunbowale,RB,5.609657743816624,28.0,19.0,13.0,198.0,1.0,-19.46616437785575,25.075822121672378,48.0,168.0,HOU,HOU,-8.395482421772975,30.0,9.0,112.0,0.0,-2.785824677956352,58.0,49.0,22.0,-0.0619072150656967,-0.0480314599647646,-0.056853564856252,0.3793103448275862,True,382,141,-0.4160820310894536,-18.72369139902541,-0.0619072150656967,-2.785824677956352,0.3541748160237569,15.93786672106906,73,,,,,,,,0.0,0.0,0.0,0.0,False,0.3541748160237569,15.93786672106906,-0.0619072150656967,-2.785824677956352
2024,00-0039794,B.Allen,RB,4.739825129858218,27.0,19.0,13.0,148.0,1.0,-19.35772877256386,24.09755390242208,-5.0,163.0,NYJ,NYJ,-7.616423593426588,92.0,41.0,334.0,2.0,-2.87659846356837,119.0,111.0,54.0,-0.0639244103015193,-0.0241730963325073,-0.0259153014735889,0.453781512605042,True,386,142,-0.4160820310894536,-18.72369139902541,-0.0639244103015193,-2.87659846356837,0.3521576207879343,15.847092935457042,74,,,,,,,,0.0,0.0,0.0,0.0,False,0.3521576207879343,15.847092935457042,-0.0639244103015193,-2.87659846356837
2024,00-0037240,Ja.Williams,Pass Catcher,23.37749445352725,72.0,48.0,38.0,660.0,4.0,29.1259528916562,-5.748458438128942,624.0,274.0,DET,DET,3.050234965281561,6.0,4.0,10.0,2.0,26.427729418808813,78.0,54.0,42.0,0.5872828759735291,0.3388170438308822,0.4894023966446076,0.5384615384615384,True,53,52,0.2480233674334526,11.16105153450537,0.5872828759735291,26.427729418808813,0.3392595085400764,15.266677884303444,75,,,,,,,,0.0,0.0,0.0,0.0,False,0.3392595085400764,15.266677884303444,0.5872828759735291,26.427729418808813
2024,00-0039338,B.Bowers,Pass Catcher,27.10558140553514,153.0,112.0,87.0,1194.0,6.0,26.748067838081624,0.3575135674535143,923.0,596.0,LV,LV,-0.8622522107325495,5.0,2.0,13.0,0.0,26.24332919480259,158.0,117.0,89.0,0.5831850932178354,0.1660970202202695,0.2243019589299366,0.5632911392405063,True,54,53,0.2480233674334526,11.16105153450537,0.5831850932178354,26.24332919480259,0.3351617257843827,15.08227766029722,76,,Brock Bowers,56.1,287.0,514.0,True,0.4854368932038835,0.5583657587548638,0.0,0.0,0.0,True,0.3351617257843827,15.08227766029722,0.5831850932178354,26.24332919480259
2024,00-0038555,T.Bigsby,RB,-2.849544583586976,12.0,7.0,3.0,54.0,0.0,-9.373444955097511,6.523900371510536,-13.0,64.0,JAX,JAX,-0.8408931505243279,168.0,64.0,766.0,7.0,-3.690437734111304,180.0,175.0,67.0,-0.0820097274246956,-0.0205024318561739,-0.0210882156234931,0.3722222222222222,True,397,144,-0.4160820310894536,-18.72369139902541,-0.0820097274246956,-3.690437734111304,0.334072303664758,15.033253664914108,77,,,,,,,,0.0,0.0,0.0,0.0,False,0.334072303664758,15.033253664914108,-0.0820097274246956,-3.690437734111304
2024,00-0036290,C.Kmet,Pass Catcher,26.12195206642418,59.0,47.0,38.0,476.0,4.0,24.43498157261638,3.4749704938077963,393.0,181.0,CHI,CHI,0.0,0.0,0.0,0.0,0.0,29.735959848525347,59.0,47.0,38.0,0.6607991077450077,0.4427449502783759,0.5557862141792378,0.6440677966101694,True,55,54,0.2480233674334526,11.16105153450537,0.5804878236983151,26.12195206642418,0.41277574031155495,18.574908314019975,66,,Cole Kmet,62.4,344.0,514.0,True,0.7524271844660194,0.669260700389105,0.12,0.0803112840466926,3.6140077821011674,True,0.3324644562648624,14.960900531918808,0.5804878236983151,26.12195206642418
2024,00-0037247,G.Pickens,Pass Catcher,27.91763200609961,103.0,59.0,43.0,896.0,4.0,124.1784817548811,-96.2608497487815,1411.0,215.0,PIT,PIT,-1.8052047215169296,2.0,0.0,-6.0,0.0,26.11242728458268,105.0,61.0,43.0,0.5802761618796151,0.2486897836626921,0.4280725784357816,0.4095238095238095,True,56,55,0.2480233674334526,11.16105153450537,0.5802761618796151,26.11242728458268,0.3322527944461624,14.95137575007731,78,,,,,,,,0.0,0.0,0.0,0.0,False,0.3322527944461624,14.95137575007731,0.5802761618796151,26.11242728458268
2024,00-0039901,K.Coleman,Pass Catcher,25.26914595579427,58.0,29.0,28.0,558.0,4.0,85.6628228778427,-61.44667692204843,864.0,215.0,BUF,BUF,0.7819009409286082,1.0,1.0,9.0,0.0,26.05104689672288,59.0,30.0,29.0,0.5789121532605084,0.4415431677410657,0.8683682298907626,0.4915254237288136,True,57,56,0.2480233674334526,11.16105153450537,0.5789121532605084,26.05104689672288,0.3308887858270557,14.889995362217508,79,,,,,,,,0.0,0.0,0.0,0.0,False,0.3308887858270557,14.889995362217508,0.5789121532605084,26.05104689672288
2024,00-0033040,T.Hill,Pass Catcher,27.086697996261123,123.0,81.0,63.0,959.0,6.0,113.98843114852208,-85.95473315226094,1369.0,292.0,MIA,MIA,-1.2360637185629455,8.0,4.0,53.0,0.0,25.850634277698177,131.0,89.0,67.0,0.574458539504404,0.197333086089299,0.290456564917957,0.5114503816793893,True,58,57,0.2480233674334526,11.16105153450537,0.574458539504404,25.850634277698177,0.3264351720709513,14.689582743192808,80,,,,,,,,0.0,0.0,0.0,0.0,False,0.3264351720709513,14.689582743192808,0.574458539504404,25.850634277698177
2024,00-0035208,O.Zaccheaus,Pass Catcher,25.082292633426693,64.0,45.0,36.0,506.0,3.0,14.164396998132522,10.917895635294173,406.0,284.0,WAS,WAS,0.5875269165844657,1.0,1.0,8.0,0.0,25.66981955001116,65.0,46.0,37.0,0.5704404344446924,0.3949203007694024,0.5580395554350251,0.5692307692307692,True,59,58,0.2480233674334526,11.16105153450537,0.5704404344446924,25.66981955001116,0.3224170670112397,14.508768015505789,81,,,,,,,,0.0,0.0,0.0,0.0,False,0.3224170670112397,14.508768015505789,0.5704404344446924,25.66981955001116
2024,00-0034837,C.Ridley,Pass Catcher,28.17815911828616,120.0,64.0,54.0,1009.0,4.0,137.37613467415213,-109.19797555586597,1883.0,231.0,TEN,TEN,-2.634476790030021,7.0,5.0,48.0,1.0,25.54368232825614,127.0,71.0,59.0,0.5676373850723586,0.2011313569154026,0.3597701736374104,0.4645669291338583,True,60,59,0.2480233674334526,11.16105153450537,0.5676373850723586,25.54368232825614,0.3196140176389059,14.382630793750767,82,,,,,,,,0.0,0.0,0.0,0.0,False,0.3196140176389059,14.382630793750767,0.5676373850723586,25.54368232825614
